Date,Raw_Material_Usage_(kg),Production_Volume,Production_Efficiency_(%),Recycling_Efforts_(%),Packaging_Material_Usage_(kg),Energy_Consumption_(kWh),Transportation_Waste_(kg),End_of_Life_Waste_(kg),Sell_In_Quantity,Sell_Out_Quantity,Inflation_Rate,Disposable_Income,Sell_Out_to_Sell_In_Ratio,Profit
7/6/1983,327,4023,72.09259415,14.48979827,113,30910,80,779,475.8813742,271.9322138,0.022248339,78282,0.57,175.4385965
7/7/1983,192,3738,89.56440894,46.11696598,63,28804,90,182,545.6075829,522.9465651,0.022248339,78282,0.96,104.1666667
7/8/1983,373,3866,76.99883685,45.55089115,96,31623,82,784,454.9635116,299.8226973,0.022248339,78282,0.66,151.5151515
7/9/1983,279,3332,72.68270075,31.54028993,174,42446,60,863,556.0665142,346.8878882,0.022248339,78282,0.62,161.2903226
7/10/1983,772,3726,73.67918197,26.48034636,82,18402,39,708,749.5567433,216.1512469,0.022248339,78282,0.29,344.8275862
7/11/1983,829,2875,94.04276912,46.83660518,177,36140,67,270,665.8852929,59.26727738,0.022248339,78282,0.09,1111.111111
7/12/1983,949,1349,82.07482375,11.52556129,109,49771,31,110,606.6180155,306.7953182,0.022248339,78282,0.51,196.0784314
7/13/1983,577,4176,81.84027575,33.2449341,116,19421,49,185,592.6727738,146.4250382,0.022248339,78282,0.25,400
7/14/1983,619,3570,90.26770136,19.21832749,66,27775,73,998,681.5736898,456.7066668,0.022248339,78282,0.67,149.2537313
7/15/1983,349,1836,80.18950512,16.9623144,178,26795,68,975,779.190382,280.6479899,0.022248339,78282,0.36,277.7777778
7/16/1983,655,3424,87.78258864,17.49062791,98,26742,84,469,590.9296186,312.0247838,0.022248339,78282,0.53,188.6792453
7/17/1983,684,4075,92.68772974,35.80872665,53,23405,93,846,655.4263616,292.8500765,0.022248339,78282,0.45,222.2222222
7/18/1983,341,4760,85.13514081,11.45419291,108,14288,55,401,522.9465651,190.0039187,0.022248339,78282,0.36,277.7777778
7/19/1983,233,3197,73.497288,40.13217863,55,37862,72,584,373.0352164,273.6753691,0.022248339,78282,0.73,136.9863014
7/20/1983,299,3516,75.22414672,27.78134933,95,47153,32,398,768.7314507,127.2503308,0.022248339,78282,0.17,588.2352941
7/21/1983,282,4822,75.17467705,11.01933663,133,23969,82,544,434.045649,392.2099238,0.022248339,78282,0.9,111.1111111
7/22/1983,692,3177,92.95492237,26.12918296,71,46782,11,378,509.0013234,217.8944021,0.022248339,78282,0.43,232.5581395
7/23/1983,312,2299,76.51331317,22.203159,102,12954,45,504,509.0013234,378.2646821,0.022248339,78282,0.74,135.1351351
7/24/1983,359,2319,86.90465633,44.66295555,64,16791,19,899,765.2451403,160.37028,0.022248339,78282,0.21,476.1904762
7/25/1983,948,2595,87.60425605,23.49807438,149,41117,59,103,665.8852929,406.1551656,0.022248339,78282,0.61,163.9344262
7/26/1983,572,3586,87.51518046,21.8023039,195,29453,83,262,484.5971503,266.7027482,0.022248339,78282,0.55,181.8181818
7/27/1983,973,4601,89.95018619,26.84005993,66,11688,92,326,664.1421377,453.2203564,0.022248339,78282,0.68,147.0588235
7/28/1983,594,2719,70.12957549,47.22142891,99,41875,38,636,590.9296186,181.2881426,0.022248339,78282,0.31,322.5806452
7/29/1983,151,4927,91.76757982,37.79469226,164,23407,43,625,474.138219,449.734046,0.022248339,78282,0.95,105.2631579
7/30/1983,434,3608,92.52918719,28.28424445,172,37917,16,266,277.1616795,190.0039187,0.022248339,78282,0.69,144.9275362
7/31/1983,800,2883,75.2592182,36.08746349,83,48000,49,788,472.3950638,176.0586769,0.022248339,78282,0.37,270.2702703
8/1/1983,395,3510,73.72489358,26.8788267,158,49652,12,829,608.4440852,436.242929,0.049131172,72475,0.72,138.8888889
8/2/1983,255,3505,81.7723469,14.68796559,128,11246,23,545,365.7224555,257.4817288,0.049131172,72475,0.7,142.8571429
8/3/1983,719,4729,79.31607602,42.50862153,123,13249,21,280,495.2833254,178.7612002,0.049131172,72475,0.36,277.7777778
8/4/1983,987,4972,72.34656551,26.55499161,61,25289,31,291,314.8821142,108.2407268,0.049131172,72475,0.34,294.1176471
8/5/1983,994,3864,86.17444684,13.99651064,164,14775,99,804,352.6023674,132.8408919,0.049131172,72475,0.38,263.1578947
8/6/1983,247,2669,84.73104244,38.95915492,82,13734,36,553,393.6026427,172.2011562,0.049131172,72475,0.44,227.2727273
8/7/1983,870,2093,71.4329939,16.26918526,61,18238,92,436,534.6435897,116.4407818,0.049131172,72475,0.22,454.5454545
8/8/1983,332,4741,83.43437407,28.08384839,165,19937,27,776,613.3641183,246.0016517,0.049131172,72475,0.4,250
8/9/1983,385,1194,81.71131907,19.69120093,186,22349,40,849,375.5625216,213.2014315,0.049131172,72475,0.57,175.4385965
8/10/1983,481,4157,89.19402012,29.57203799,170,36225,32,327,511.6834356,168.9211342,0.049131172,72475,0.33,303.030303
8/11/1983,153,2032,77.42430128,41.56524439,54,29390,40,846,414.9227859,267.3217949,0.049131172,72475,0.64,156.25
8/12/1983,387,1005,84.92919238,32.8885027,195,17496,10,448,465.7631272,114.8007708,0.049131172,72475,0.25,400
8/13/1983,400,3141,90.87750264,44.45629839,185,47430,54,499,577.283876,324.7221803,0.049131172,72475,0.56,178.5714286
8/14/1983,540,4459,93.9255611,18.36109135,127,12989,96,747,328.0022023,283.721905,0.049131172,72475,0.86,116.2790698
8/15/1983,218,2527,70.87415832,26.8904488,77,45889,96,741,455.9230612,72.1604845,0.049131172,72475,0.16,625
8/16/1983,892,3708,79.32856175,11.86237946,55,42421,68,381,621.5641733,129.5608699,0.049131172,72475,0.21,476.1904762
8/17/1983,226,4842,84.59714477,41.5334766,74,34311,17,152,564.1637879,82.00055057,0.049131172,72475,0.15,666.6666667
8/18/1983,130,2458,71.74179316,28.51811345,138,11676,37,542,429.682885,426.402863,0.049131172,72475,0.99,101.010101
8/19/1983,189,3461,71.46202331,12.49751452,107,36867,12,225,482.1632374,288.641938,0.049131172,72475,0.6,166.6666667
8/20/1983,421,4223,86.95294287,13.65577011,58,47398,72,717,590.4039641,391.9626317,0.049131172,72475,0.66,151.5151515
8/21/1983,239,4215,90.75303504,34.97089187,98,34912,77,796,583.8439201,172.2011562,0.049131172,72475,0.29,344.8275862
8/22/1983,932,3566,77.76367167,35.74078328,144,11404,10,339,385.4025877,324.7221803,0.049131172,72475,0.84,119.047619
8/23/1983,874,2725,89.20941702,40.81640355,148,44492,31,135,395.2426537,300.1220151,0.049131172,72475,0.76,131.5789474
8/24/1983,244,3394,82.86697919,22.90896173,172,23624,83,894,350.9623564,287.001927,0.049131172,72475,0.82,121.9512195
8/25/1983,914,2115,77.70071986,44.01813205,53,17180,22,561,487.0832704,278.8018719,0.049131172,72475,0.57,175.4385965
8/26/1983,269,4378,85.75251351,40.76795638,191,44233,85,514,373.9225106,332.9222353,0.049131172,72475,0.89,112.3595506
8/27/1983,241,2583,78.77510912,18.50667868,119,18251,60,342,293.561971,272.2418279,0.049131172,72475,0.93,107.5268817
8/28/1983,584,1002,85.02524063,11.72197387,159,34668,23,341,483.8032484,118.0807928,0.049131172,72475,0.24,416.6666667
8/29/1983,267,4889,91.52859659,19.1894085,126,20521,89,580,273.8818389,182.0412223,0.049131172,72475,0.66,151.5151515
8/30/1983,167,3132,85.20776504,21.13811558,62,41979,89,422,323.0821692,57.4003854,0.049131172,72475,0.18,555.5555556
8/31/1983,659,4311,76.51548831,24.89531128,164,40784,40,682,478.8832153,362.4424335,0.049131172,72475,0.76,131.5789474
9/1/1983,453,4574,84.77203567,19.61289833,105,18462,48,586,343.633564,51.54503459,0.026260173,47042,0.15,666.6666667
9/2/1983,103,2831,88.87269766,14.3141443,76,15588,68,150,319.2928532,233.3844622,0.026260173,47042,0.73,136.9863014
9/3/1983,548,1478,71.37306441,26.27558301,90,12596,64,648,339.3381444,313.5656271,0.026260173,47042,0.92,108.6956522
9/4/1983,305,3185,71.71783847,14.68767105,114,44560,69,249,326.4518858,300.6793685,0.026260173,47042,0.92,108.6956522
9/5/1983,545,2365,91.87940671,39.92426509,149,47344,99,661,345.0653705,83.04477796,0.026260173,47042,0.24,416.6666667
9/6/1983,834,1620,83.04274947,44.96337172,190,23907,37,862,284.9294968,270.6114316,0.026260173,47042,0.95,105.2631579
9/7/1983,168,1537,86.3954849,41.98951892,123,37122,28,686,366.5424682,357.9516291,0.026260173,47042,0.98,102.0408163
9/8/1983,925,1918,70.40603311,18.8487375,163,49518,84,567,375.1333073,219.066397,0.026260173,47042,0.58,172.4137931
9/9/1983,759,1129,72.9417575,31.35034921,65,13248,84,120,219.066397,181.8394276,0.026260173,47042,0.83,120.4819277
9/10/1983,632,2876,80.8754863,20.48602803,81,41508,94,686,389.4513725,300.6793685,0.026260173,47042,0.77,129.8701299
9/11/1983,849,4383,89.16561365,36.50850572,129,23603,90,940,385.1559529,243.4071078,0.026260173,47042,0.63,158.7301587
9/12/1983,789,2799,78.78624933,45.56229581,100,21209,82,375,144.6124582,137.4534256,0.026260173,47042,0.95,105.2631579
9/13/1983,761,3127,92.91363987,21.23278673,98,32897,56,221,272.0432381,257.725173,0.026260173,47042,0.95,105.2631579
9/14/1983,339,3366,84.5532405,33.69946908,162,32320,70,809,329.3154988,141.7488451,0.026260173,47042,0.43,232.5581395
9/15/1983,825,3251,87.46112623,42.43806317,149,48542,82,575,302.111175,163.2259429,0.026260173,47042,0.54,185.1851852
9/16/1983,413,2312,73.78753736,16.96260735,135,27138,84,852,171.816782,95.9310366,0.026260173,47042,0.56,178.5714286
9/17/1983,773,3833,77.53770517,32.48938429,179,25522,50,227,393.746792,262.0205925,0.026260173,47042,0.67,149.2537313
9/18/1983,792,3180,80.98415455,24.53068913,76,20288,26,584,276.3386577,186.1348471,0.026260173,47042,0.67,149.2537313
9/19/1983,207,1312,74.27873604,35.8705603,140,26049,98,618,296.3839489,128.8625865,0.026260173,47042,0.43,232.5581395
9/20/1983,289,4541,92.14372964,48.3570561,71,27862,67,745,349.36079,219.066397,0.026260173,47042,0.63,158.7301587
9/21/1983,371,3626,80.71667338,13.30244706,72,26983,53,165,336.4745314,201.8847188,0.026260173,47042,0.6,166.6666667
9/22/1983,623,1911,73.96142237,10.84673156,188,20403,25,239,310.7020141,234.8162687,0.026260173,47042,0.76,131.5789474
9/23/1983,202,1176,93.9039577,35.40371865,160,17438,74,190,289.2249163,253.4297534,0.026260173,47042,0.88,113.6363636
9/24/1983,112,1517,80.69881761,15.91837519,72,30691,13,678,403.7694376,148.9078777,0.026260173,47042,0.37,270.2702703
9/25/1983,361,2966,94.6260206,28.65155652,59,43500,71,676,400.9058246,303.5429815,0.026260173,47042,0.76,131.5789474
9/26/1983,554,3337,75.12436234,20.02757352,99,30391,53,382,292.0885294,105.9536822,0.026260173,47042,0.36,277.7777778
9/27/1983,164,1905,89.52142803,47.75544501,113,11082,90,221,385.1559529,199.0211058,0.026260173,47042,0.52,192.3076923
9/28/1983,832,3579,92.3468216,24.46598283,88,46370,90,134,325.0200792,170.3849755,0.026260173,47042,0.52,192.3076923
9/29/1983,712,3076,87.56610672,19.02811207,163,19348,29,723,209.0437514,183.2712341,0.026260173,47042,0.88,113.6363636
9/30/1983,748,1014,84.92141199,46.70271314,145,31496,42,814,314.9974336,280.6340772,0.026260173,47042,0.89,112.3595506
10/1/1983,144,2725,71.14606381,19.70189651,60,12330,44,251,258.3511096,128.513116,0.024139149,35765,0.5,200
10/2/1983,784,2344,83.85243961,30.32362709,91,27776,74,693,321.9452288,79.4926491,0.024139149,35765,0.25,400
10/3/1983,917,3242,73.42907304,27.96078248,191,37483,92,356,333.8691262,98.04093389,0.024139149,35765,0.29,344.8275862
10/4/1983,205,3192,92.32753783,15.98615828,148,10166,30,999,320.6203514,156.3355432,0.024139149,35765,0.49,204.0816327
10/5/1983,304,2252,83.01842903,20.71064788,187,30299,72,822,235.8281923,111.2897087,0.024139149,35765,0.47,212.7659574
10/6/1983,288,1998,74.11534669,41.86646725,161,13354,54,753,337.8437587,90.09166898,0.024139149,35765,0.27,370.3703704
10/7/1983,521,4912,86.81722664,20.39265318,97,20437,44,145,311.346209,84.79215904,0.024139149,35765,0.27,370.3703704
10/8/1983,881,1484,71.99849513,16.76612374,147,33345,11,947,364.3413084,192.1072353,0.024139149,35765,0.53,188.6792453
10/9/1983,737,1599,78.6012902,49.0053851,199,27303,26,505,364.3413084,156.3355432,0.024139149,35765,0.43,232.5581395
10/10/1983,709,2149,87.3523656,28.18407781,193,32324,56,712,390.8388581,86.11703652,0.024139149,35765,0.22,454.5454545
10/11/1983,681,3922,78.94072333,38.53755951,136,34768,68,368,386.8642256,343.1432686,0.024139149,35765,0.89,112.3595506
10/12/1983,398,2807,89.53501879,20.34845275,86,37118,57,987,286.1735367,174.883828,0.024139149,35765,0.61,163.9344262
10/13/1983,316,3816,87.62044441,44.09802776,108,18212,42,746,210.6555201,70.2185067,0.024139149,35765,0.33,303.030303
10/14/1983,212,4710,86.77581904,30.46127427,162,40983,41,449,234.5033148,94.06630143,0.024139149,35765,0.4,250
10/15/1983,178,2103,78.37140991,37.122523,128,49165,59,144,271.5998844,168.2594406,0.024139149,35765,0.62,161.2903226
10/16/1983,565,4450,89.11398089,21.98830708,95,44665,94,490,172.234073,152.3609108,0.024139149,35765,0.88,113.6363636
10/17/1983,457,4601,83.31482997,30.68388686,176,46390,61,659,381.5647157,234.5033148,0.024139149,35765,0.61,163.9344262
10/18/1983,492,1394,80.80539167,29.44423348,133,49887,49,478,223.904295,181.5082154,0.024139149,35765,0.81,123.4567901
10/19/1983,123,2406,73.905359,43.10413607,119,22133,86,281,396.138368,211.9803976,0.024139149,35765,0.54,185.1851852
10/20/1983,724,1851,74.94489319,38.53958799,62,34440,57,977,284.8486593,190.7823578,0.024139149,35765,0.67,149.2537313
10/21/1983,917,3422,86.12570375,43.92056778,59,32807,22,353,283.5237818,42.39607952,0.024139149,35765,0.15,666.6666667
10/22/1983,233,2156,83.92972331,26.68008353,165,29524,73,365,242.4525797,157.6604207,0.024139149,35765,0.65,153.8461538
10/23/1983,828,2240,91.3575307,39.32388726,99,30400,41,475,373.6154508,266.3003745,0.024139149,35765,0.71,140.8450704
10/24/1983,218,1100,93.97177116,39.62881856,152,36136,17,181,268.9501294,219.9296625,0.024139149,35765,0.82,121.9512195
10/25/1983,790,2282,79.39957191,25.96755765,159,38977,20,980,227.8789274,75.51801664,0.024139149,35765,0.33,303.030303
10/26/1983,626,3584,89.25631545,18.5972055,120,44897,27,742,287.4984142,60.94436431,0.024139149,35765,0.21,476.1904762
10/27/1983,621,1505,85.93928652,28.60674296,76,42331,98,536,245.1023347,198.7316227,0.024139149,35765,0.81,123.4567901
10/28/1983,330,4241,81.94249178,31.9489044,160,39974,47,711,327.2447388,177.533583,0.024139149,35765,0.54,185.1851852
10/29/1983,516,2770,80.82253995,40.73965649,119,19388,79,685,268.9501294,246.4272122,0.024139149,35765,0.92,108.6956522
10/30/1983,163,1220,83.28701437,14.90055743,167,26588,42,232,343.1432686,113.9394637,0.024139149,35765,0.33,303.030303
10/31/1983,259,4759,91.13531774,48.98191522,89,27198,82,167,144.4116459,137.7872584,0.024139149,35765,0.95,105.2631579
11/1/1983,524,4918,91.8860959,27.64274692,162,16044,32,407,597.5187839,379.9525776,0.041449279,64474,0.64,156.25
11/2/1983,580,2855,80.2079439,20.86108729,171,44309,46,651,463.5106134,288.5117083,0.041449279,64474,0.62,161.2903226
11/3/1983,617,3791,90.29640504,44.03792414,67,28058,79,598,398.8713782,181.3051719,0.041449279,64474,0.45,222.2222222
11/4/1983,334,2241,83.88370993,11.60831622,175,49817,47,699,356.3040769,327.9258761,0.041449279,64474,0.92,108.6956522
11/5/1983,728,4640,75.43051312,33.85073312,56,33476,24,566,498.195081,244.3678404,0.041449279,64474,0.49,204.0816327
11/6/1983,567,3280,76.49302604,12.77291165,77,32958,20,783,427.249579,321.6196093,0.041449279,64474,0.75,133.3333333
11/7/1983,273,2106,70.94218184,40.01763309,186,32514,46,145,469.8168802,61.48610177,0.041449279,64474,0.13,769.2307692
11/8/1983,682,4152,78.99728489,38.00728293,171,39676,55,527,599.0953506,331.0790095,0.041449279,64474,0.55,181.8181818
11/9/1983,309,1203,84.46615885,16.04099779,136,27058,72,710,392.5651113,140.3144374,0.041449279,64474,0.36,277.7777778
11/10/1983,892,4036,94.98325623,30.4940234,152,17267,75,157,491.8888142,252.2506739,0.041449279,64474,0.51,196.0784314
11/11/1983,218,2356,76.85020441,21.85160314,164,35338,22,109,239.6381402,186.034872,0.041449279,64474,0.78,128.2051282
11/12/1983,311,1029,91.81287192,19.79117933,70,41707,61,284,458.7809132,417.7901787,0.041449279,64474,0.91,109.8901099
11/13/1983,884,3149,91.63452476,26.84277315,61,20510,98,398,529.7264153,398.8713782,0.041449279,64474,0.75,133.3333333
11/14/1983,494,4544,85.29639488,22.15853053,108,48123,57,503,321.6196093,239.6381402,0.041449279,64474,0.75,133.3333333
11/15/1983,521,4466,70.4739563,10.19937602,111,46557,25,260,395.7182447,162.3863713,0.041449279,64474,0.41,243.902439
11/16/1983,908,4314,76.03753529,43.93388624,82,16571,33,626,652.6986188,75.67520218,0.041449279,64474,0.12,833.3333333
11/17/1983,951,3581,70.23249818,39.3832888,65,44544,79,188,354.7275102,215.9896396,0.041449279,64474,0.61,163.9344262
11/18/1983,326,1381,79.85058636,18.38445306,132,40209,93,455,468.2403135,389.4119779,0.041449279,64474,0.83,120.4819277
11/19/1983,973,1126,86.67484912,41.76665604,61,13745,67,958,618.0141511,50.45013479,0.041449279,64474,0.08,1250
11/20/1983,566,4711,94.21022878,49.2402777,67,30580,15,689,466.6637468,381.5291443,0.041449279,64474,0.82,121.9512195
11/21/1983,941,2109,87.27269576,21.40763386,128,16903,67,844,361.0337771,332.6555763,0.041449279,64474,0.92,108.6956522
11/22/1983,952,3667,90.42427291,41.93696553,191,49621,77,541,498.195081,230.17874,0.041449279,64474,0.46,217.3913043
11/23/1983,867,2474,77.51717839,39.59287024,147,48014,68,458,469.8168802,321.6196093,0.041449279,64474,0.68,147.0588235
11/24/1983,807,3541,85.17236306,37.68264491,114,41453,66,684,414.6370453,286.9351416,0.041449279,64474,0.69,144.9275362
11/25/1983,864,4415,71.04250545,25.47471368,158,29133,41,643,293.2414084,277.4757413,0.041449279,64474,0.95,105.2631579
11/26/1983,775,4692,75.65424918,41.68103732,72,14719,30,841,465.0871801,186.034872,0.041449279,64474,0.4,250
11/27/1983,194,2967,82.51168876,24.31446612,94,36767,15,948,430.4027124,233.3318734,0.041449279,64474,0.54,185.1851852
11/28/1983,919,4866,73.74752807,31.71675072,83,29959,68,184,586.4828169,102.4768363,0.041449279,64474,0.17,588.2352941
11/29/1983,169,4835,84.54691347,15.25895965,109,23078,97,710,343.6915432,111.9362366,0.041449279,64474,0.33,303.030303
11/30/1983,624,3506,75.9563407,15.05801874,132,12072,96,169,651.1220521,378.3760109,0.041449279,64474,0.58,172.4137931
12/1/1983,296,3888,70.26281392,35.53529624,169,13222,15,129,381.3430505,323.9982309,0.043819538,49932,0.85,117.6470588
12/2/1983,506,2763,90.1340724,25.08630483,91,35728,87,210,345.5025383,342.6352973,0.043819538,49932,0.99,101.010101
12/3/1983,973,1084,71.88635541,38.67385047,200,23352,49,384,263.7861703,104.6542958,0.043819538,49932,0.4,250
12/4/1983,505,3501,94.32706749,15.94535198,194,48096,55,277,425.7852857,334.0335743,0.043819538,49932,0.78,128.2051282
12/5/1983,155,4035,88.97203139,21.9486096,112,22024,28,294,230.812899,169.1672179,0.043819538,49932,0.73,136.9863014
12/6/1983,388,3173,78.92795021,48.13161415,150,34835,50,323,425.7852857,282.4232367,0.043819538,49932,0.66,151.5151515
12/7/1983,426,1926,85.74778897,11.02130942,169,18285,89,977,248.0163449,183.5034228,0.043819538,49932,0.74,135.1351351
12/8/1983,748,1866,76.19247525,32.78032173,61,23227,36,133,207.8749712,93.1853319,0.043819538,49932,0.45,222.2222222
12/9/1983,639,2014,78.19117229,35.96207541,149,29374,88,698,173.4680794,55.91119914,0.043819538,49932,0.32,312.5
12/10/1983,347,1769,90.07764074,38.03717174,51,14285,78,154,359.8387432,55.91119914,0.043819538,49932,0.16,625
12/11/1983,166,3170,71.50884547,28.21536813,196,32004,13,812,260.9189293,200.7068687,0.043819538,49932,0.77,129.8701299
12/12/1983,824,4963,88.28823666,47.32408459,196,15907,46,774,164.8663564,154.831013,0.043819538,49932,0.94,106.3829787
12/13/1983,534,3719,81.5457993,48.07972706,65,42849,93,142,270.9542727,163.4327359,0.043819538,49932,0.6,166.6666667
12/14/1983,689,2877,74.97682815,42.88362888,156,20147,20,555,206.4413507,187.8042843,0.043819538,49932,0.91,109.8901099
12/15/1983,102,1634,86.02943418,18.21914797,139,36828,34,847,375.6085686,305.3611645,0.043819538,49932,0.81,123.4567901
12/16/1983,122,2159,87.12246586,39.67254416,175,11703,42,954,167.7335974,118.9905007,0.043819538,49932,0.71,140.8450704
12/17/1983,727,4897,89.92476552,45.13732559,181,28572,26,164,369.8740866,368.4404661,0.043819538,49932,1,100
12/18/1983,792,1476,72.88711791,15.81617518,167,24631,69,732,405.7145989,405.7145989,0.043819538,49932,1,100
12/19/1983,889,3945,82.1275466,28.50421019,136,28908,46,952,336.9008153,279.5559957,0.043819538,49932,0.83,120.4819277
12/20/1983,920,1077,77.19109517,47.74228278,58,29789,67,546,379.90943,177.7689408,0.043819538,49932,0.47,212.7659574
12/21/1983,308,2704,82.36187626,18.18683556,52,32969,33,585,408.5818399,358.4051227,0.043819538,49932,0.88,113.6363636
12/22/1983,546,2341,83.3352059,31.13757763,177,41215,40,213,227.945658,173.4680794,0.043819538,49932,0.76,131.5789474
12/23/1983,733,2001,75.51293637,13.86627152,152,45305,49,221,375.6085686,293.8922006,0.043819538,49932,0.78,128.2051282
12/24/1983,303,1976,92.27097432,38.20109491,80,12506,32,361,313.9628875,256.6180678,0.043819538,49932,0.82,121.9512195
12/25/1983,552,3593,76.15147838,37.42922538,174,28699,83,275,316.8301284,230.812899,0.043819538,49932,0.73,136.9863014
12/26/1983,179,2476,91.4637915,20.00993261,141,35449,94,874,361.2723637,233.68014,0.043819538,49932,0.65,153.8461538
12/27/1983,403,3340,92.42429739,36.21881045,189,21757,86,171,163.4327359,160.565495,0.043819538,49932,0.98,102.0408163
12/28/1983,253,1780,85.2682869,17.00148537,153,12751,89,213,193.5387662,172.0344589,0.043819538,49932,0.89,112.3595506
12/29/1983,182,3357,81.7452069,35.02150253,143,11276,94,401,428.6525267,316.8301284,0.043819538,49932,0.74,135.1351351
12/30/1983,374,1880,84.41360313,10.51242528,128,37752,73,283,414.3163218,398.5464964,0.043819538,49932,0.96,104.1666667
12/31/1983,129,3918,74.65251892,38.53462742,132,10500,72,982,199.2732482,150.5301515,0.043819538,49932,0.76,131.5789474
1/1/1984,417,2959,73.5542658,32.20211477,173,29632,95,501,256.5279996,128.9573187,0.030214684,42984,0.5,200
1/2/1984,510,3145,75.87614652,20.26708653,187,16384,81,958,196.9025727,84.58490798,0.030214684,42984,0.43,232.5581395
1/3/1984,875,3866,84.58123305,19.27905157,198,23699,48,560,327.2465292,101.224562,0.030214684,42984,0.31,322.5806452
1/4/1984,562,4267,73.02169166,45.7869009,177,42006,88,847,384.0986805,317.5400644,0.030214684,42984,0.83,120.4819277
1/5/1984,760,2686,82.9142115,35.12224457,148,28747,18,153,339.7262697,221.8620537,0.030214684,42984,0.65,153.8461538
1/6/1984,795,3573,83.19309104,32.36196719,183,10521,16,723,392.4185075,282.8741185,0.030214684,42984,0.72,138.8888889
1/7/1984,443,4233,72.91667218,46.75854807,69,22283,77,470,361.9124751,127.5706809,0.030214684,42984,0.35,285.7142857
1/8/1984,521,4724,85.93961985,19.68868047,190,49413,42,257,314.7667887,183.0361943,0.030214684,42984,0.58,172.4137931
1/9/1984,503,1539,72.93660169,49.85678757,158,48848,56,236,330.0198049,264.8478266,0.030214684,42984,0.8,125
1/10/1984,900,2497,94.34544237,22.19402946,87,14352,16,598,411.8314372,302.2870482,0.030214684,42984,0.73,136.9863014
1/11/1984,981,4504,77.58661836,38.30951452,107,45476,80,685,166.3965403,162.2366268,0.030214684,42984,0.98,102.0408163
1/12/1984,952,3859,72.00563063,22.86111726,82,35356,27,416,414.6047129,224.6353294,0.030214684,42984,0.54,185.1851852
1/13/1984,252,2823,77.88861653,45.05207805,185,11968,67,914,169.169816,69.33189178,0.030214684,42984,0.41,243.902439
1/14/1984,808,1456,84.50079209,33.04141581,175,45045,34,722,352.2060103,346.6594589,0.030214684,42984,0.98,102.0408163
1/15/1984,762,3429,73.70802238,32.04258928,117,43484,27,421,342.4995454,321.6999779,0.030214684,42984,0.94,106.3829787
1/16/1984,361,1941,91.80516649,20.38784462,57,32898,13,297,382.7120426,370.2323021,0.030214684,42984,0.97,103.0927835
1/17/1984,177,2959,73.13971773,41.68735758,88,35090,87,310,330.0198049,97.0646485,0.030214684,42984,0.29,344.8275862
1/18/1984,800,2706,92.16285009,36.14562345,112,31509,69,616,181.6495565,163.6232646,0.030214684,42984,0.9,111.1111111
1/19/1984,169,1736,85.43598388,20.4315582,135,12272,74,194,180.2629186,55.46551343,0.030214684,42984,0.31,322.5806452
1/20/1984,153,4597,78.22502037,32.70124546,97,20900,21,292,185.80947,124.7974052,0.030214684,42984,0.67,149.2537313
1/21/1984,446,2714,83.49110174,46.07672275,148,12046,60,871,374.3922156,142.8236971,0.030214684,42984,0.38,263.1578947
1/22/1984,327,4691,86.53277416,40.73365187,133,17424,79,370,269.0077401,170.5564538,0.030214684,42984,0.63,158.7301587
1/23/1984,863,4686,81.13556554,45.67205512,191,39323,91,369,381.3254048,379.938767,0.030214684,42984,1,100
1/24/1984,698,4866,70.41422456,18.14971139,106,35035,61,895,367.4590265,264.8478266,0.030214684,42984,0.72,138.8888889
1/25/1984,810,4739,74.81350094,18.47123401,50,27118,87,633,262.0745509,250.9814483,0.030214684,42984,0.96,104.1666667
1/26/1984,242,1050,76.58313168,41.03344288,161,16323,72,941,406.2848859,392.4185075,0.030214684,42984,0.97,103.0927835
1/27/1984,362,3217,81.51060893,13.85292822,55,28001,50,726,375.7788535,361.9124751,0.030214684,42984,0.96,104.1666667
1/28/1984,534,4399,88.10952523,27.42644264,127,25290,80,144,350.8193724,84.58490798,0.030214684,42984,0.24,416.6666667
1/29/1984,263,1695,92.08711122,39.48733805,186,44439,13,399,354.9792859,252.3680861,0.030214684,42984,0.71,140.8450704
1/30/1984,107,4318,70.747939,11.11762631,103,28680,94,378,348.0460968,335.5663562,0.030214684,42984,0.96,104.1666667
1/31/1984,608,3662,78.33326237,24.73406948,105,17161,36,101,145.5969727,119.2508539,0.030214684,42984,0.82,121.9512195
2/1/1984,611,1776,80.07202946,11.4018112,73,12936,28,441,486.6854213,118.4267858,0.029635347,67183,0.24,416.6666667
2/2/1984,911,3935,87.2019043,44.33992356,114,15201,51,716,249.8318496,219.0084396,0.029635347,67183,0.88,113.6363636
2/3/1984,190,3562,73.42597125,24.28106278,89,43388,53,992,522.3756855,167.095328,0.029635347,67183,0.32,312.5
2/4/1984,615,4397,93.45675048,19.05486104,107,12305,33,956,463.9734349,225.4975785,0.029635347,67183,0.49,204.0816327
2/5/1984,363,1663,73.47274796,16.27208861,171,48890,80,875,473.7071434,313.1009543,0.029635347,67183,0.66,151.5151515
2/6/1984,155,3261,91.78282109,27.92794339,79,37530,42,880,403.9488996,335.8129407,0.029635347,67183,0.83,120.4819277
2/7/1984,746,1787,84.70393668,10.68810093,165,45555,38,134,298.5003917,287.1443985,0.029635347,67183,0.96,104.1666667
2/8/1984,690,2652,70.9367451,27.51986674,82,36189,12,268,394.2151912,369.8809202,0.029635347,67183,0.94,106.3829787
