Month of the Year,Raw Material,Packaging Material,Energy Consumption,Waste in Transportation,Inflation,Disposable Income,Production,Sold
4.0,333525.0,65765.0,704630.0,58719.0,0.04,2145.0,2348765.0,391675.0
5.0,367429.0,72451.0,776258.0,64688.0,0.03,3021.0,2587528.0,1310892.0
6.0,226025.0,44568.0,477518.0,39793.0,0.01,4101.0,1591727.0,1337420.0
7.0,171612.0,33839.0,362561.0,30213.0,0.05,3186.0,1208536.0,76531.0
8.0,286476.0,56488.0,605230.0,50436.0,0.04,3017.0,2017435.0,492047.0
9.0,235435.0,46424.0,497398.0,41450.0,0.03,3270.0,1657995.0,699057.0
10.0,165078.0,32551.0,348757.0,29063.0,0.02,4803.0,1162524.0,806888.0
11.0,322915.0,63673.0,682215.0,56851.0,0.04,2442.0,2274051.0,312149.0
12.0,239274.0,47181.0,505509.0,42126.0,0.03,4133.0,1685029.0,975447.0
1.0,303710.0,59886.0,641640.0,53470.0,0.03,2402.0,2138801.0,747031.0
2.0,331797.0,65425.0,700979.0,58415.0,0.01,4268.0,2336596.0,1155246.0
3.0,396837.0,78250.0,838388.0,69866.0,0.03,3960.0,2794628.0,1404239.0
4.0,204232.0,40271.0,431475.0,35956.0,0.02,2129.0,1438251.0,441523.0
5.0,334218.0,65902.0,706095.0,58841.0,0.02,4650.0,2353650.0,2074768.0
6.0,273325.0,53895.0,577448.0,48121.0,0.02,4283.0,1924827.0,1491117.0
7.0,229984.0,45349.0,485882.0,40490.0,0.02,4526.0,1619607.0,1394478.0
8.0,293962.0,57964.0,621046.0,51754.0,0.03,3372.0,2070154.0,1000813.0
9.0,382264.0,75376.0,807600.0,67300.0,0.02,3349.0,2692001.0,1738673.0
10.0,345901.0,68206.0,730777.0,60898.0,0.04,3995.0,2435924.0,435546.0
11.0,243107.0,47937.0,513607.0,42801.0,0.03,2453.0,1712023.0,778966.0
12.0,232070.0,45760.0,490289.0,40857.0,0.02,3184.0,1634296.0,1091973.0
1.0,168673.0,33259.0,356350.0,29696.0,0.01,3564.0,1187835.0,1059302.0
2.0,399944.0,78862.0,844952.0,70413.0,0.02,2374.0,2816506.0,1857283.0
3.0,200973.0,39628.0,424591.0,35383.0,0.04,2884.0,1415303.0,253479.0
4.0,158560.0,31265.0,334985.0,27915.0,0.01,4582.0,1116617.0,1024591.0
5.0,278279.0,54872.0,587914.0,48993.0,0.02,4265.0,1959713.0,1536754.0
6.0,206823.0,40782.0,436951.0,36413.0,0.01,2512.0,1456502.0,1169585.0
7.0,381265.0,75179.0,805489.0,67124.0,0.03,4122.0,2684964.0,1144085.0
8.0,277409.0,54700.0,586076.0,48840.0,0.02,2208.0,1953585.0,1052471.0
9.0,265303.0,52313.0,560500.0,46708.0,0.04,3334.0,1868333.0,480549.0
10.0,402965.0,79458.0,851335.0,70945.0,0.02,2583.0,2837782.0,910254.0
11.0,366303.0,72229.0,773879.0,64490.0,0.03,3344.0,2579598.0,1300366.0
12.0,293931.0,57958.0,620982.0,51748.0,0.03,4994.0,2069939.0,1263680.0
1.0,175442.0,34594.0,370652.0,30888.0,0.04,4053.0,1235507.0,263056.0
2.0,359850.0,70956.0,760247.0,63354.0,0.02,2977.0,2534157.0,1464315.0
3.0,375584.0,74059.0,793488.0,66124.0,0.05,2073.0,2644959.0,80797.0
4.0,347186.0,68459.0,733492.0,61124.0,0.03,2948.0,2444973.0,1070701.0
5.0,227471.0,44853.0,480572.0,40048.0,0.02,3639.0,1601905.0,953543.0
6.0,376178.0,74176.0,794742.0,66228.0,0.05,4434.0,2649139.0,168697.0
7.0,265362.0,52325.0,560625.0,46719.0,0.05,2113.0,1868749.0,94787.0
8.0,225550.0,44475.0,476513.0,39709.0,0.03,2226.0,1588378.0,608471.0
9.0,347740.0,68568.0,734662.0,61222.0,0.02,2011.0,2448875.0,1582225.0
10.0,385903.0,76094.0,815289.0,67941.0,0.03,2271.0,2717630.0,746039.0
11.0,156675.0,30894.0,331004.0,27584.0,0.02,3315.0,1103346.0,396619.0
12.0,388705.0,76646.0,821207.0,68434.0,0.02,4741.0,2737358.0,1765751.0
1.0,148377.0,29257.0,313472.0,26123.0,0.03,2327.0,1044905.0,429841.0
2.0,163888.0,32316.0,346242.0,28853.0,0.04,2885.0,1154139.0,218257.0
3.0,195926.0,38633.0,413928.0,34494.0,0.02,2536.0,1379761.0,957436.0
4.0,165394.0,32613.0,349424.0,29119.0,0.01,2432.0,1164745.0,543994.0
5.0,348971.0,68811.0,737262.0,61438.0,0.03,4617.0,2457540.0,1271339.0
6.0,299596.0,59075.0,632950.0,52746.0,0.02,3905.0,2109832.0,1792174.0
7.0,354312.0,69864.0,748547.0,62379.0,0.05,2931.0,2495157.0,121262.0
8.0,266165.0,52483.0,562319.0,46860.0,0.03,2755.0,1874398.0,948516.0
9.0,375881.0,74117.0,794114.0,66176.0,0.05,3170.0,2647047.0,135815.0
10.0,266182.0,52487.0,562355.0,46863.0,0.04,2504.0,1874518.0,248926.0
11.0,144919.0,28576.0,306167.0,25514.0,0.01,4814.0,1020557.0,752049.0
12.0,256739.0,50625.0,542407.0,45201.0,0.04,4087.0,1808023.0,478613.0
1.0,291340.0,57447.0,615507.0,51292.0,0.01,4963.0,2051690.0,1418951.0
2.0,165089.0,32553.0,348781.0,29065.0,0.03,2657.0,1162602.0,313059.0
3.0,407248.0,80302.0,860384.0,71699.0,0.04,4971.0,2867945.0,922118.0
4.0,243271.0,47969.0,513952.0,42829.0,0.01,2233.0,1713173.0,843830.0
5.0,342848.0,67604.0,724326.0,60360.0,0.03,2427.0,2414420.0,1210366.0
6.0,390021.0,76906.0,823989.0,68666.0,0.04,4347.0,2746630.0,869561.0
7.0,409017.0,80651.0,864121.0,72010.0,0.03,3543.0,2880404.0,1422814.0
8.0,424602.0,83724.0,897047.0,74754.0,0.05,3198.0,2990158.0,195754.0
9.0,300377.0,59229.0,634599.0,52883.0,0.03,3009.0,2115329.0,934143.0
10.0,332939.0,65650.0,703393.0,58616.0,0.01,4458.0,2344642.0,2344642.0
11.0,337944.0,66637.0,713966.0,59497.0,0.02,2765.0,2379886.0,994115.0
12.0,175774.0,34660.0,371354.0,30946.0,0.03,2207.0,1237845.0,583693.0
1.0,248346.0,48970.0,524674.0,43723.0,0.03,3943.0,1748915.0,634291.0
2.0,289593.0,57103.0,611817.0,50985.0,0.02,2425.0,2039389.0,796459.0
3.0,196831.0,38812.0,415841.0,34653.0,0.02,4376.0,1386136.0,553005.0
4.0,154833.0,30530.0,327112.0,27259.0,0.03,2702.0,1090373.0,346930.0
5.0,347958.0,68611.0,735122.0,61260.0,0.04,4688.0,2450405.0,714543.0
6.0,252447.0,49778.0,533339.0,44445.0,0.04,4595.0,1777797.0,497212.0
7.0,247999.0,48901.0,523942.0,43662.0,0.01,3872.0,1746474.0,1746474.0
8.0,305967.0,60332.0,646410.0,53868.0,0.03,3969.0,2154700.0,1205144.0
9.0,356303.0,70257.0,752753.0,62729.0,0.04,2290.0,2509177.0,475767.0
10.0,243147.0,47944.0,513690.0,42808.0,0.03,3837.0,1712301.0,906428.0
11.0,144511.0,28495.0,305305.0,25442.0,0.04,4762.0,1017684.0,213569.0
12.0,148217.0,29226.0,313136.0,26095.0,0.01,3818.0,1043785.0,910871.0
1.0,419516.0,82722.0,886302.0,73858.0,0.04,3756.0,2954340.0,619290.0
2.0,169041.0,33332.0,357130.0,29761.0,0.02,3529.0,1190432.0,544503.0
3.0,343344.0,67702.0,725375.0,60448.0,0.04,2857.0,2417916.0,421892.0
4.0,152515.0,30073.0,322216.0,26851.0,0.04,2962.0,1074052.0,150010.0
5.0,311757.0,61473.0,658642.0,54887.0,0.04,4186.0,2195474.0,582489.0
6.0,334176.0,65894.0,706006.0,58834.0,0.02,4800.0,2353353.0,1698579.0
7.0,425857.0,83972.0,899699.0,74975.0,0.03,3744.0,2998996.0,1607220.0
8.0,168561.0,33237.0,356115.0,29676.0,0.02,3135.0,1187050.0,687984.0
9.0,169569.0,33436.0,358245.0,29854.0,0.02,3350.0,1194151.0,737917.0
10.0,360914.0,71166.0,762494.0,63541.0,0.04,3585.0,2541646.0,588744.0
11.0,328999.0,64873.0,695067.0,57922.0,0.04,2640.0,2316891.0,329858.0
12.0,185105.0,36499.0,391066.0,32589.0,0.04,2636.0,1303553.0,327856.0
1.0,181259.0,35741.0,382942.0,31912.0,0.04,3638.0,1276472.0,351663.0
2.0,389263.0,76756.0,822386.0,68532.0,0.04,2479.0,2741287.0,424292.0
3.0,226218.0,44606.0,477926.0,39827.0,0.03,2564.0,1593086.0,485031.0
4.0,345455.0,68118.0,729835.0,60820.0,0.03,2898.0,2432784.0,1150262.0
5.0,305161.0,60173.0,644706.0,53726.0,0.01,3677.0,2149020.0,1740329.0
6.0,397861.0,78451.0,840551.0,70046.0,0.03,4891.0,2801836.0,1579088.0
7.0,365465.0,72063.0,772109.0,64342.0,0.02,3451.0,2573696.0,1723484.0
8.0,248032.0,48908.0,524011.0,43668.0,0.05,3575.0,1746703.0,105815.0
9.0,296493.0,58463.0,626393.0,52199.0,0.03,2887.0,2087978.0,473470.0
10.0,206819.0,40781.0,436941.0,36412.0,0.01,4231.0,1456469.0,1245175.0
11.0,311775.0,61477.0,658680.0,54890.0,0.01,3364.0,2195600.0,1623036.0
12.0,309479.0,61024.0,653829.0,54486.0,0.01,2764.0,2179430.0,2139233.0
1.0,253896.0,50064.0,536401.0,44700.0,0.02,3645.0,1788002.0,1203106.0
2.0,410417.0,80927.0,867078.0,72257.0,0.03,2937.0,2890261.0,1425776.0
3.0,258973.0,51065.0,547126.0,45594.0,0.02,3079.0,1823754.0,1143259.0
4.0,261239.0,51512.0,551914.0,45993.0,0.04,3814.0,1839714.0,539164.0
5.0,400861.0,79043.0,846889.0,70574.0,0.05,2158.0,2822964.0,121421.0
6.0,373048.0,73559.0,788130.0,65677.0,0.03,2653.0,2627099.0,1409545.0
7.0,358733.0,70736.0,757887.0,63157.0,0.02,4589.0,2526289.0,1892905.0
8.0,335467.0,66148.0,708734.0,59061.0,0.03,2771.0,2362446.0,1044090.0
9.0,323136.0,63717.0,682681.0,56890.0,0.02,3936.0,2275603.0,1333508.0
10.0,234150.0,46170.0,494683.0,41224.0,0.03,4249.0,1648942.0,605282.0
11.0,390498.0,77000.0,824995.0,68750.0,0.01,2358.0,2749983.0,2181248.0
12.0,232525.0,45850.0,491249.0,40937.0,0.01,3673.0,1637498.0,1385140.0
1.0,304119.0,59967.0,642506.0,53542.0,0.04,3995.0,2141685.0,309378.0
2.0,392624.0,77419.0,829487.0,69124.0,0.03,4526.0,2764956.0,1178832.0
3.0,286690.0,56530.0,605684.0,50474.0,0.01,4710.0,2018945.0,989473.0
4.0,373425.0,73633.0,788927.0,65744.0,0.01,2477.0,2629756.0,2052804.0
5.0,312459.0,61612.0,660125.0,55010.0,0.04,2046.0,2200416.0,469779.0
6.0,236021.0,46539.0,498636.0,41553.0,0.04,4794.0,1662120.0,561605.0
7.0,305434.0,60226.0,645283.0,53774.0,0.02,2621.0,2150944.0,1628434.0
8.0,282148.0,55635.0,596088.0,49674.0,0.04,2446.0,1986960.0,583667.0
9.0,287725.0,56734.0,607870.0,50656.0,0.05,2151.0,2026232.0,80365.0
10.0,332048.0,65474.0,701510.0,58459.0,0.02,4076.0,2338367.0,1169517.0
11.0,226610.0,44684.0,478754.0,39896.0,0.04,2174.0,1595845.0,323660.0
12.0,400968.0,79064.0,847114.0,70593.0,0.02,2002.0,2823715.0,1877473.0
